"naam","totinv","totpart","rate","sex","age","invited","participant","agec","age1","age2","age3","age4","age5","male","female"
"Herentals",3244,1678,0.517262638717633,"female","70_74",219,126,5,0,0,0,0,1,0,1
"Herenthout",1083,595,0.549399815327793,"male","50_54",156,67,1,1,0,0,0,0,1,0
"Herenthout",1083,595,0.549399815327793,"female","50_54",166,87,1,1,0,0,0,0,0,1
"Herenthout",1083,595,0.549399815327793,"male","55_59",129,67,2,0,1,0,0,0,1,0
"Herenthout",1083,595,0.549399815327793,"female","55_59",118,57,2,0,1,0,0,0,0,1
"Herenthout",1083,595,0.549399815327793,"male","60_64",111,60,3,0,0,1,0,0,1,0
"Herenthout",1083,595,0.549399815327793,"female","60_64",120,71,3,0,0,1,0,0,0,1
"Herenthout",1083,595,0.549399815327793,"male","65_69",79,59,4,0,0,0,1,0,1,0
"Herenthout",1083,595,0.549399815327793,"female","65_69",66,45,4,0,0,0,1,0,0,1
"Herenthout",1083,595,0.549399815327793,"male","70_74",82,46,5,0,0,0,0,1,1,0
"Herenthout",1083,595,0.549399815327793,"female","70_74",56,36,5,0,0,0,0,1,0,1
"Herk-de-Stad",1449,802,0.553485162180814,"male","50_54",205,76,1,1,0,0,0,0,1,0
"Herk-de-Stad",1449,802,0.553485162180814,"female","50_54",197,89,1,1,0,0,0,0,0,1
"Herk-de-Stad",1449,802,0.553485162180814,"male","55_59",195,93,2,0,1,0,0,0,1,0
"Herk-de-Stad",1449,802,0.553485162180814,"female","55_59",164,95,2,0,1,0,0,0,0,1
"Herk-de-Stad",1449,802,0.553485162180814,"male","60_64",152,101,3,0,0,1,0,0,1,0
"Herk-de-Stad",1449,802,0.553485162180814,"female","60_64",139,94,3,0,0,1,0,0,0,1
"Herk-de-Stad",1449,802,0.553485162180814,"male","65_69",88,61,4,0,0,0,1,0,1,0
"Herk-de-Stad",1449,802,0.553485162180814,"female","65_69",121,75,4,0,0,0,1,0,0,1
"Herk-de-Stad",1449,802,0.553485162180814,"male","70_74",76,46,5,0,0,0,0,1,1,0
"Herk-de-Stad",1449,802,0.553485162180814,"female","70_74",112,72,5,0,0,0,0,1,0,1
"Herne",786,317,0.403307888040712,"male","50_54",125,34,1,1,0,0,0,0,1,0
"Herne",786,317,0.403307888040712,"female","50_54",123,56,1,1,0,0,0,0,0,1
"Herne",786,317,0.403307888040712,"male","55_59",102,32,2,0,1,0,0,0,1,0
"Herne",786,317,0.403307888040712,"female","55_59",92,37,2,0,1,0,0,0,0,1
"Herne",786,317,0.403307888040712,"male","60_64",72,33,3,0,0,1,0,0,1,0
"Herne",786,317,0.403307888040712,"female","60_64",59,29,3,0,0,1,0,0,0,1
"Herne",786,317,0.403307888040712,"male","65_69",49,27,4,0,0,0,1,0,1,0
"Herne",786,317,0.403307888040712,"female","65_69",58,30,4,0,0,0,1,0,0,1
"Herne",786,317,0.403307888040712,"male","70_74",51,19,5,0,0,0,0,1,1,0
"Herne",786,317,0.403307888040712,"female","70_74",55,20,5,0,0,0,0,1,0,1
"Herselt",1769,925,0.522894290559638,"male","50_54",253,100,1,1,0,0,0,0,1,0
"Herselt",1769,925,0.522894290559638,"female","50_54",249,112,1,1,0,0,0,0,0,1
"Herselt",1769,925,0.522894290559638,"male","55_59",233,96,2,0,1,0,0,0,1,0
"Herselt",1769,925,0.522894290559638,"female","55_59",216,117,2,0,1,0,0,0,0,1
"Herselt",1769,925,0.522894290559638,"male","60_64",173,113,3,0,0,1,0,0,1,0
"Herselt",1769,925,0.522894290559638,"female","60_64",163,104,3,0,0,1,0,0,0,1
"Herselt",1769,925,0.522894290559638,"male","65_69",122,78,4,0,0,0,1,0,1,0
"Herselt",1769,925,0.522894290559638,"female","65_69",120,64,4,0,0,0,1,0,0,1
"Herselt",1769,925,0.522894290559638,"male","70_74",112,69,5,0,0,0,0,1,1,0
"Herselt",1769,925,0.522894290559638,"female","70_74",128,72,5,0,0,0,0,1,0,1
"Herstappe",8,3,0.375,"male","50_54",1,0,1,1,0,0,0,0,1,0
"Herstappe",8,3,0.375,"female","50_54",1,1,1,1,0,0,0,0,0,1
"Herstappe",8,3,0.375,"male","55_59",1,1,2,0,1,0,0,0,1,0
"Herstappe",8,3,0.375,"female","55_59",1,0,2,0,1,0,0,0,0,1
"Herstappe",8,3,0.375,"male","60_64",1,0,3,0,0,1,0,0,1,0
"Herstappe",8,3,0.375,"female","60_64",1,0,3,0,0,1,0,0,0,1
"Herstappe",8,3,0.375,"male","65_69",0,0,4,0,0,0,1,0,1,0
"Herstappe",8,3,0.375,"female","65_69",1,0,4,0,0,0,1,0,0,1
"Herstappe",8,3,0.375,"male","70_74",0,0,5,0,0,0,0,1,1,0
"Herstappe",8,3,0.375,"female","70_74",1,1,5,0,0,0,0,1,0,1
"Herzele",2039,1025,0.502697400686611,"male","50_54",348,126,1,1,0,0,0,0,1,0
"Herzele",2039,1025,0.502697400686611,"female","50_54",315,144,1,1,0,0,0,0,0,1
"Herzele",2039,1025,0.502697400686611,"male","55_59",263,106,2,0,1,0,0,0,1,0
"Herzele",2039,1025,0.502697400686611,"female","55_59",231,115,2,0,1,0,0,0,0,1
"Herzele",2039,1025,0.502697400686611,"male","60_64",188,111,3,0,0,1,0,0,1,0
"Herzele",2039,1025,0.502697400686611,"female","60_64",155,110,3,0,0,1,0,0,0,1
"Herzele",2039,1025,0.502697400686611,"male","65_69",152,87,4,0,0,0,1,0,1,0
"Herzele",2039,1025,0.502697400686611,"female","65_69",128,85,4,0,0,0,1,0,0,1
"Herzele",2039,1025,0.502697400686611,"male","70_74",124,68,5,0,0,0,0,1,1,0
"Herzele",2039,1025,0.502697400686611,"female","70_74",135,73,5,0,0,0,0,1,0,1
"Heusden-Zolder",3673,1851,0.503947726653961,"male","50_54",573,197,1,1,0,0,0,0,1,0
"Heusden-Zolder",3673,1851,0.503947726653961,"female","50_54",523,219,1,1,0,0,0,0,0,1
"Heusden-Zolder",3673,1851,0.503947726653961,"male","55_59",488,207,2,0,1,0,0,0,1,0
"Heusden-Zolder",3673,1851,0.503947726653961,"female","55_59",439,220,2,0,1,0,0,0,0,1
"Heusden-Zolder",3673,1851,0.503947726653961,"male","60_64",326,204,3,0,0,1,0,0,1,0
"Heusden-Zolder",3673,1851,0.503947726653961,"female","60_64",333,201,3,0,0,1,0,0,0,1
"Heusden-Zolder",3673,1851,0.503947726653961,"male","65_69",241,145,4,0,0,0,1,0,1,0
"Heusden-Zolder",3673,1851,0.503947726653961,"female","65_69",286,175,4,0,0,0,1,0,0,1
"Heusden-Zolder",3673,1851,0.503947726653961,"male","70_74",231,139,5,0,0,0,0,1,1,0
"Heusden-Zolder",3673,1851,0.503947726653961,"female","70_74",233,144,5,0,0,0,0,1,0,1
"Heuvelland",948,453,0.477848101265823,"male","50_54",167,47,1,1,0,0,0,0,1,0
"Heuvelland",948,453,0.477848101265823,"female","50_54",126,68,1,1,0,0,0,0,0,1
"Heuvelland",948,453,0.477848101265823,"male","55_59",121,46,2,0,1,0,0,0,1,0
"Heuvelland",948,453,0.477848101265823,"female","55_59",102,51,2,0,1,0,0,0,0,1
"Heuvelland",948,453,0.477848101265823,"male","60_64",110,63,3,0,0,1,0,0,1,0
"Heuvelland",948,453,0.477848101265823,"female","60_64",81,50,3,0,0,1,0,0,0,1
"Heuvelland",948,453,0.477848101265823,"male","65_69",74,32,4,0,0,0,1,0,1,0
"Heuvelland",948,453,0.477848101265823,"female","65_69",58,41,4,0,0,0,1,0,0,1
"Heuvelland",948,453,0.477848101265823,"male","70_74",53,32,5,0,0,0,0,1,1,0
"Heuvelland",948,453,0.477848101265823,"female","70_74",56,23,5,0,0,0,0,1,0,1
"Hoegaarden",860,429,0.498837209302326,"male","50_54",146,52,1,1,0,0,0,0,1,0
"Hoegaarden",860,429,0.498837209302326,"female","50_54",157,79,1,1,0,0,0,0,0,1
"Hoegaarden",860,429,0.498837209302326,"male","55_59",122,49,2,0,1,0,0,0,1,0
"Hoegaarden",860,429,0.498837209302326,"female","55_59",99,47,2,0,1,0,0,0,0,1
"Hoegaarden",860,429,0.498837209302326,"male","60_64",78,43,3,0,0,1,0,0,1,0
"Hoegaarden",860,429,0.498837209302326,"female","60_64",70,43,3,0,0,1,0,0,0,1
"Hoegaarden",860,429,0.498837209302326,"male","65_69",55,37,4,0,0,0,1,0,1,0
"Hoegaarden",860,429,0.498837209302326,"female","65_69",54,31,4,0,0,0,1,0,0,1
"Hoegaarden",860,429,0.498837209302326,"male","70_74",36,23,5,0,0,0,0,1,1,0
"Hoegaarden",860,429,0.498837209302326,"female","70_74",43,25,5,0,0,0,0,1,0,1
"Hoeilaart",1254,468,0.373205741626794,"male","50_54",233,72,1,1,0,0,0,0,1,0
"Hoeilaart",1254,468,0.373205741626794,"female","50_54",229,71,1,1,0,0,0,0,0,1
"Hoeilaart",1254,468,0.373205741626794,"male","55_59",135,39,2,0,1,0,0,0,1,0
"Hoeilaart",1254,468,0.373205741626794,"female","55_59",139,42,2,0,1,0,0,0,0,1
"Hoeilaart",1254,468,0.373205741626794,"male","60_64",92,43,3,0,0,1,0,0,1,0
"Hoeilaart",1254,468,0.373205741626794,"female","60_64",109,54,3,0,0,1,0,0,0,1
"Hoeilaart",1254,468,0.373205741626794,"male","65_69",83,42,4,0,0,0,1,0,1,0
"Hoeilaart",1254,468,0.373205741626794,"female","65_69",77,33,4,0,0,0,1,0,0,1
"Hoeilaart",1254,468,0.373205741626794,"male","70_74",75,31,5,0,0,0,0,1,1,0
"Hoeilaart",1254,468,0.373205741626794,"female","70_74",82,41,5,0,0,0,0,1,0,1
"Hoeselt",1173,638,0.543904518329071,"male","50_54",176,80,1,1,0,0,0,0,1,0
"Hoeselt",1173,638,0.543904518329071,"female","50_54",172,90,1,1,0,0,0,0,0,1
"Hoeselt",1173,638,0.543904518329071,"male","55_59",143,60,2,0,1,0,0,0,1,0
"Hoeselt",1173,638,0.543904518329071,"female","55_59",148,73,2,0,1,0,0,0,0,1
"Hoeselt",1173,638,0.543904518329071,"male","60_64",110,72,3,0,0,1,0,0,1,0
"Hoeselt",1173,638,0.543904518329071,"female","60_64",102,66,3,0,0,1,0,0,0,1
"Hoeselt",1173,638,0.543904518329071,"male","65_69",86,56,4,0,0,0,1,0,1,0
"Hoeselt",1173,638,0.543904518329071,"female","65_69",89,53,4,0,0,0,1,0,0,1
"Hoeselt",1173,638,0.543904518329071,"male","70_74",63,36,5,0,0,0,0,1,1,0
"Hoeselt",1173,638,0.543904518329071,"female","70_74",84,52,5,0,0,0,0,1,0,1
"Holsbeek",1202,647,0.538269550748752,"male","50_54",173,73,1,1,0,0,0,0,1,0
"Holsbeek",1202,647,0.538269550748752,"female","50_54",182,88,1,1,0,0,0,0,0,1
"Holsbeek",1202,647,0.538269550748752,"male","55_59",171,77,2,0,1,0,0,0,1,0
"Holsbeek",1202,647,0.538269550748752,"female","55_59",153,82,2,0,1,0,0,0,0,1
"Holsbeek",1202,647,0.538269550748752,"male","60_64",102,61,3,0,0,1,0,0,1,0
"Holsbeek",1202,647,0.538269550748752,"female","60_64",110,72,3,0,0,1,0,0,0,1
"Holsbeek",1202,647,0.538269550748752,"male","65_69",73,46,4,0,0,0,1,0,1,0
"Holsbeek",1202,647,0.538269550748752,"female","65_69",72,44,4,0,0,0,1,0,0,1
"Holsbeek",1202,647,0.538269550748752,"male","70_74",84,55,5,0,0,0,0,1,1,0
"Holsbeek",1202,647,0.538269550748752,"female","70_74",82,49,5,0,0,0,0,1,0,1
"Hooglede",1133,581,0.512797881729921,"male","50_54",183,71,1,1,0,0,0,0,1,0
"Hooglede",1133,581,0.512797881729921,"female","50_54",170,87,1,1,0,0,0,0,0,1
"Hooglede",1133,581,0.512797881729921,"male","55_59",153,63,2,0,1,0,0,0,1,0
"Hooglede",1133,581,0.512797881729921,"female","55_59",140,78,2,0,1,0,0,0,0,1
"Hooglede",1133,581,0.512797881729921,"male","60_64",94,56,3,0,0,1,0,0,1,0
"Hooglede",1133,581,0.512797881729921,"female","60_64",102,61,3,0,0,1,0,0,0,1
"Hooglede",1133,581,0.512797881729921,"male","65_69",81,48,4,0,0,0,1,0,1,0
"Hooglede",1133,581,0.512797881729921,"female","65_69",67,44,4,0,0,0,1,0,0,1
"Hooglede",1133,581,0.512797881729921,"male","70_74",72,39,5,0,0,0,0,1,1,0
"Hooglede",1133,581,0.512797881729921,"female","70_74",71,34,5,0,0,0,0,1,0,1
"Hoogstraten",2314,1270,0.548833189282627,"male","50_54",385,148,1,1,0,0,0,0,1,0
"Hoogstraten",2314,1270,0.548833189282627,"female","50_54",349,177,1,1,0,0,0,0,0,1
"Hoogstraten",2314,1270,0.548833189282627,"male","55_59",333,154,2,0,1,0,0,0,1,0
"Hoogstraten",2314,1270,0.548833189282627,"female","55_59",269,152,2,0,1,0,0,0,0,1
"Hoogstraten",2314,1270,0.548833189282627,"male","60_64",209,130,3,0,0,1,0,0,1,0
"Hoogstraten",2314,1270,0.548833189282627,"female","60_64",174,124,3,0,0,1,0,0,0,1
"Hoogstraten",2314,1270,0.548833189282627,"male","65_69",154,100,4,0,0,0,1,0,1,0
"Hoogstraten",2314,1270,0.548833189282627,"female","65_69",148,97,4,0,0,0,1,0,0,1
"Hoogstraten",2314,1270,0.548833189282627,"male","70_74",163,99,5,0,0,0,0,1,1,0
"Hoogstraten",2314,1270,0.548833189282627,"female","70_74",130,89,5,0,0,0,0,1,0,1
"Horebeke",248,120,0.483870967741935,"male","50_54",41,9,1,1,0,0,0,0,1,0
"Horebeke",248,120,0.483870967741935,"female","50_54",39,21,1,1,0,0,0,0,0,1
"Horebeke",248,120,0.483870967741935,"male","55_59",40,15,2,0,1,0,0,0,1,0
"Horebeke",248,120,0.483870967741935,"female","55_59",24,14,2,0,1,0,0,0,0,1
"Horebeke",248,120,0.483870967741935,"male","60_64",18,10,3,0,0,1,0,0,1,0
"Horebeke",248,120,0.483870967741935,"female","60_64",21,14,3,0,0,1,0,0,0,1
"Horebeke",248,120,0.483870967741935,"male","65_69",18,12,4,0,0,0,1,0,1,0
"Horebeke",248,120,0.483870967741935,"female","65_69",12,10,4,0,0,0,1,0,0,1
"Horebeke",248,120,0.483870967741935,"male","70_74",16,7,5,0,0,0,0,1,1,0
"Horebeke",248,120,0.483870967741935,"female","70_74",19,8,5,0,0,0,0,1,0,1
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","50_54",527,178,1,1,0,0,0,0,1,0
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","50_54",453,198,1,1,0,0,0,0,0,1
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","55_59",456,203,2,0,1,0,0,0,1,0
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","55_59",444,237,2,0,1,0,0,0,0,1
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","60_64",342,216,3,0,0,1,0,0,1,0
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","60_64",309,174,3,0,0,1,0,0,0,1
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","65_69",246,146,4,0,0,0,1,0,1,0
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","65_69",274,167,4,0,0,0,1,0,0,1
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","70_74",230,132,5,0,0,0,0,1,1,0
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","70_74",210,124,5,0,0,0,0,1,0,1
"Houthulst",1084,519,0.478782287822878,"male","50_54",183,63,1,1,0,0,0,0,1,0
"Houthulst",1084,519,0.478782287822878,"female","50_54",165,76,1,1,0,0,0,0,0,1
"Houthulst",1084,519,0.478782287822878,"male","55_59",141,57,2,0,1,0,0,0,1,0
"Houthulst",1084,519,0.478782287822878,"female","55_59",153,76,2,0,1,0,0,0,0,1
"Houthulst",1084,519,0.478782287822878,"male","60_64",88,40,3,0,0,1,0,0,1,0
"Houthulst",1084,519,0.478782287822878,"female","60_64",94,60,3,0,0,1,0,0,0,1
"Houthulst",1084,519,0.478782287822878,"male","65_69",56,34,4,0,0,0,1,0,1,0
"Houthulst",1084,519,0.478782287822878,"female","65_69",68,41,4,0,0,0,1,0,0,1
"Houthulst",1084,519,0.478782287822878,"male","70_74",64,33,5,0,0,0,0,1,1,0
"Houthulst",1084,519,0.478782287822878,"female","70_74",72,39,5,0,0,0,0,1,0,1
"Hove",889,514,0.578177727784027,"male","50_54",120,68,1,1,0,0,0,0,1,0
"Hove",889,514,0.578177727784027,"female","50_54",127,66,1,1,0,0,0,0,0,1
"Hove",889,514,0.578177727784027,"male","55_59",97,38,2,0,1,0,0,0,1,0
"Hove",889,514,0.578177727784027,"female","55_59",100,52,2,0,1,0,0,0,0,1
"Hove",889,514,0.578177727784027,"male","60_64",90,55,3,0,0,1,0,0,1,0
"Hove",889,514,0.578177727784027,"female","60_64",81,53,3,0,0,1,0,0,0,1
"Hove",889,514,0.578177727784027,"male","65_69",75,58,4,0,0,0,1,0,1,0
"Hove",889,514,0.578177727784027,"female","65_69",77,58,4,0,0,0,1,0,0,1
"Hove",889,514,0.578177727784027,"male","70_74",51,28,5,0,0,0,0,1,1,0
"Hove",889,514,0.578177727784027,"female","70_74",71,38,5,0,0,0,0,1,0,1
"Huldenberg",1188,554,0.466329966329966,"male","50_54",161,61,1,1,0,0,0,0,1,0
"Huldenberg",1188,554,0.466329966329966,"female","50_54",188,76,1,1,0,0,0,0,0,1
"Huldenberg",1188,554,0.466329966329966,"male","55_59",157,61,2,0,1,0,0,0,1,0
"Huldenberg",1188,554,0.466329966329966,"female","55_59",142,62,2,0,1,0,0,0,0,1
"Huldenberg",1188,554,0.466329966329966,"male","60_64",102,54,3,0,0,1,0,0,1,0
"Huldenberg",1188,554,0.466329966329966,"female","60_64",100,60,3,0,0,1,0,0,0,1
"Huldenberg",1188,554,0.466329966329966,"male","65_69",97,51,4,0,0,0,1,0,1,0
"Huldenberg",1188,554,0.466329966329966,"female","65_69",77,35,4,0,0,0,1,0,0,1
"Huldenberg",1188,554,0.466329966329966,"male","70_74",75,40,5,0,0,0,0,1,1,0
"Huldenberg",1188,554,0.466329966329966,"female","70_74",89,54,5,0,0,0,0,1,0,1
"Hulshout",1248,639,0.512019230769231,"male","50_54",196,72,1,1,0,0,0,0,1,0
"Hulshout",1248,639,0.512019230769231,"female","50_54",204,97,1,1,0,0,0,0,0,1
"Hulshout",1248,639,0.512019230769231,"male","55_59",177,76,2,0,1,0,0,0,1,0
"Hulshout",1248,639,0.512019230769231,"female","55_59",143,75,2,0,1,0,0,0,0,1
"Hulshout",1248,639,0.512019230769231,"male","60_64",122,73,3,0,0,1,0,0,1,0
"Hulshout",1248,639,0.512019230769231,"female","60_64",113,83,3,0,0,1,0,0,0,1
"Hulshout",1248,639,0.512019230769231,"male","65_69",82,43,4,0,0,0,1,0,1,0
"Hulshout",1248,639,0.512019230769231,"female","65_69",68,40,4,0,0,0,1,0,0,1
"Hulshout",1248,639,0.512019230769231,"male","70_74",72,39,5,0,0,0,0,1,1,0
"Hulshout",1248,639,0.512019230769231,"female","70_74",71,41,5,0,0,0,0,1,0,1
"Ichtegem",1614,799,0.495043370508055,"male","50_54",250,103,1,1,0,0,0,0,1,0
"Ichtegem",1614,799,0.495043370508055,"female","50_54",227,104,1,1,0,0,0,0,0,1
"Ichtegem",1614,799,0.495043370508055,"male","55_59",199,72,2,0,1,0,0,0,1,0
"Ichtegem",1614,799,0.495043370508055,"female","55_59",185,94,2,0,1,0,0,0,0,1
"Ichtegem",1614,799,0.495043370508055,"male","60_64",140,80,3,0,0,1,0,0,1,0
"Ichtegem",1614,799,0.495043370508055,"female","60_64",128,82,3,0,0,1,0,0,0,1
"Ichtegem",1614,799,0.495043370508055,"male","65_69",134,75,4,0,0,0,1,0,1,0
"Ichtegem",1614,799,0.495043370508055,"female","65_69",109,65,4,0,0,0,1,0,0,1
"Ichtegem",1614,799,0.495043370508055,"male","70_74",119,65,5,0,0,0,0,1,1,0
"Ichtegem",1614,799,0.495043370508055,"female","70_74",123,59,5,0,0,0,0,1,0,1
"Ieper",3988,2092,0.52457372116349,"male","50_54",568,226,1,1,0,0,0,0,1,0
"Ieper",3988,2092,0.52457372116349,"female","50_54",582,293,1,1,0,0,0,0,0,1
"Ieper",3988,2092,0.52457372116349,"male","55_59",519,232,2,0,1,0,0,0,1,0
"Ieper",3988,2092,0.52457372116349,"female","55_59",456,243,2,0,1,0,0,0,0,1
"Ieper",3988,2092,0.52457372116349,"male","60_64",327,198,3,0,0,1,0,0,1,0
"Ieper",3988,2092,0.52457372116349,"female","60_64",357,230,3,0,0,1,0,0,0,1
"Ieper",3988,2092,0.52457372116349,"male","65_69",282,158,4,0,0,0,1,0,1,0
"Ieper",3988,2092,0.52457372116349,"female","65_69",309,194,4,0,0,0,1,0,0,1
"Ieper",3988,2092,0.52457372116349,"male","70_74",291,162,5,0,0,0,0,1,1,0
"Ieper",3988,2092,0.52457372116349,"female","70_74",297,156,5,0,0,0,0,1,0,1
"Ingelmunster",1112,555,0.49910071942446,"male","50_54",178,63,1,1,0,0,0,0,1,0
"Ingelmunster",1112,555,0.49910071942446,"female","50_54",164,82,1,1,0,0,0,0,0,1
"Ingelmunster",1112,555,0.49910071942446,"male","55_59",148,61,2,0,1,0,0,0,1,0
"Ingelmunster",1112,555,0.49910071942446,"female","55_59",149,72,2,0,1,0,0,0,0,1
"Ingelmunster",1112,555,0.49910071942446,"male","60_64",95,50,3,0,0,1,0,0,1,0
"Ingelmunster",1112,555,0.49910071942446,"female","60_64",92,62,3,0,0,1,0,0,0,1
"Ingelmunster",1112,555,0.49910071942446,"male","65_69",69,41,4,0,0,0,1,0,1,0
"Ingelmunster",1112,555,0.49910071942446,"female","65_69",77,49,4,0,0,0,1,0,0,1
"Ingelmunster",1112,555,0.49910071942446,"male","70_74",72,41,5,0,0,0,0,1,1,0
"Ingelmunster",1112,555,0.49910071942446,"female","70_74",68,34,5,0,0,0,0,1,0,1
"Izegem",2787,1345,0.482597775385719,"male","50_54",444,166,1,1,0,0,0,0,1,0
"Izegem",2787,1345,0.482597775385719,"female","50_54",443,205,1,1,0,0,0,0,0,1
"Izegem",2787,1345,0.482597775385719,"male","55_59",369,139,2,0,1,0,0,0,1,0
"Izegem",2787,1345,0.482597775385719,"female","55_59",312,157,2,0,1,0,0,0,0,1
"Izegem",2787,1345,0.482597775385719,"male","60_64",244,150,3,0,0,1,0,0,1,0
"Izegem",2787,1345,0.482597775385719,"female","60_64",237,142,3,0,0,1,0,0,0,1
"Izegem",2787,1345,0.482597775385719,"male","65_69",178,102,4,0,0,0,1,0,1,0
"Izegem",2787,1345,0.482597775385719,"female","65_69",195,106,4,0,0,0,1,0,0,1
"Izegem",2787,1345,0.482597775385719,"male","70_74",169,80,5,0,0,0,0,1,1,0
"Izegem",2787,1345,0.482597775385719,"female","70_74",196,98,5,0,0,0,0,1,0,1
"Jabbeke",1759,985,0.559977259806708,"male","50_54",248,109,1,1,0,0,0,0,1,0
"Jabbeke",1759,985,0.559977259806708,"female","50_54",245,125,1,1,0,0,0,0,0,1
"Jabbeke",1759,985,0.559977259806708,"male","55_59",238,114,2,0,1,0,0,0,1,0
"Jabbeke",1759,985,0.559977259806708,"female","55_59",207,111,2,0,1,0,0,0,0,1
"Jabbeke",1759,985,0.559977259806708,"male","60_64",163,110,3,0,0,1,0,0,1,0
"Jabbeke",1759,985,0.559977259806708,"female","60_64",152,108,3,0,0,1,0,0,0,1
"Jabbeke",1759,985,0.559977259806708,"male","65_69",112,61,4,0,0,0,1,0,1,0
"Jabbeke",1759,985,0.559977259806708,"female","65_69",137,95,4,0,0,0,1,0,0,1
"Jabbeke",1759,985,0.559977259806708,"male","70_74",109,64,5,0,0,0,0,1,1,0
"Jabbeke",1759,985,0.559977259806708,"female","70_74",148,88,5,0,0,0,0,1,0,1
"Kalmthout",2193,1264,0.576379388964888,"male","50_54",315,142,1,1,0,0,0,0,1,0
"Kalmthout",2193,1264,0.576379388964888,"female","50_54",302,167,1,1,0,0,0,0,0,1
"Kalmthout",2193,1264,0.576379388964888,"male","55_59",258,139,2,0,1,0,0,0,1,0
"Kalmthout",2193,1264,0.576379388964888,"female","55_59",273,147,2,0,1,0,0,0,0,1
"Kalmthout",2193,1264,0.576379388964888,"male","60_64",208,121,3,0,0,1,0,0,1,0
"Kalmthout",2193,1264,0.576379388964888,"female","60_64",205,131,3,0,0,1,0,0,0,1
"Kalmthout",2193,1264,0.576379388964888,"male","65_69",144,94,4,0,0,0,1,0,1,0
"Kalmthout",2193,1264,0.576379388964888,"female","65_69",162,106,4,0,0,0,1,0,0,1
"Kalmthout",2193,1264,0.576379388964888,"male","70_74",157,103,5,0,0,0,0,1,1,0
"Kalmthout",2193,1264,0.576379388964888,"female","70_74",169,114,5,0,0,0,0,1,0,1
"Kampenhout",1381,699,0.506154960173787,"male","50_54",201,71,1,1,0,0,0,0,1,0
"Kampenhout",1381,699,0.506154960173787,"female","50_54",200,76,1,1,0,0,0,0,0,1
"Kampenhout",1381,699,0.506154960173787,"male","55_59",190,81,2,0,1,0,0,0,1,0
"Kampenhout",1381,699,0.506154960173787,"female","55_59",195,101,2,0,1,0,0,0,0,1
"Kampenhout",1381,699,0.506154960173787,"male","60_64",128,76,3,0,0,1,0,0,1,0
"Kampenhout",1381,699,0.506154960173787,"female","60_64",114,74,3,0,0,1,0,0,0,1
"Kampenhout",1381,699,0.506154960173787,"male","65_69",102,68,4,0,0,0,1,0,1,0
"Kampenhout",1381,699,0.506154960173787,"female","65_69",95,59,4,0,0,0,1,0,0,1
"Kampenhout",1381,699,0.506154960173787,"male","70_74",74,47,5,0,0,0,0,1,1,0
"Kampenhout",1381,699,0.506154960173787,"female","70_74",82,46,5,0,0,0,0,1,0,1
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"male","50_54",176,73,1,1,0,0,0,0,1,0
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"female","50_54",175,67,1,1,0,0,0,0,0,1
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"male","55_59",118,47,2,0,1,0,0,0,1,0
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"female","55_59",128,51,2,0,1,0,0,0,0,1
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"male","60_64",89,41,3,0,0,1,0,0,1,0
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"female","60_64",95,59,3,0,0,1,0,0,0,1
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"male","65_69",62,38,4,0,0,0,1,0,1,0
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"female","65_69",65,38,4,0,0,0,1,0,0,1
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"male","70_74",62,33,5,0,0,0,0,1,1,0
"Kapelle-op-den-Bos",1058,505,0.477315689981096,"female","70_74",88,58,5,0,0,0,0,1,0,1
"Kapellen",3266,1757,0.537966932026944,"male","50_54",498,208,1,1,0,0,0,0,1,0
"Kapellen",3266,1757,0.537966932026944,"female","50_54",475,244,1,1,0,0,0,0,0,1
"Kapellen",3266,1757,0.537966932026944,"male","55_59",419,172,2,0,1,0,0,0,1,0
"Kapellen",3266,1757,0.537966932026944,"female","55_59",413,216,2,0,1,0,0,0,0,1
"Kapellen",3266,1757,0.537966932026944,"male","60_64",276,178,3,0,0,1,0,0,1,0
"Kapellen",3266,1757,0.537966932026944,"female","60_64",307,198,3,0,0,1,0,0,0,1
"Kapellen",3266,1757,0.537966932026944,"male","65_69",222,139,4,0,0,0,1,0,1,0
